src,rel,dst,src_label,dst_label,row_id
node:abe4205c-aa77-4590-ad11-8c68d8cf1c65,'The Apache operator had to navigate around a blocking vehicle.'>,node:df664572-aa18-46e2-8305-93fbbd81c853,APACHE FORKLIFT OPERATOR,HEAVY HAUL,157
node:3410e432-a3db-4888-9988-55be1a1049ad,"""description""",node:a7949810-232c-47f3-bf75-2f93998b78b9,BUCKET LID,SCISSOR LIFT DURING CRANE MAINTENANCE,158
node:3410e432-a3db-4888-9988-55be1a1049ad,"""description""",node:c8534893-c349-405d-86a8-6ac54813bc72,BUCKET LID,FALL FROM TOOL BAG TO SHOP FLOOR LEVEL BELOW SCISSOR LIFT,159
node:76291b45-4cf5-423d-903d-1b89c4225faf,"""The more than likely scenario is that the lid fell due to improper handling or a malfunction.""",node:24ec1a55-cf04-408b-b04a-bdbe7259e137,CRANE GEAR MECHANISM REPAIR AT BUCKET LID'S LOCATION OF FALL TO SHOP FLOOR LEVEL BELOW SCISSOR LIFT,"""DESCRIPTION""",160
node:24ec1a55-cf04-408b-b04a-bdbe7259e137,"""The more than to create an example of potential hazard due to the falling lid.""",node:ee0a8f46-7173-45d7-aaa1-314088738c32,"""DESCRIPTION""",GEARS MANUFACTURING FACILITY EQUIPMENT AND TECHNIPFMC PLC STAFF MEMBERS WORKING AT LOWER FLOOR LEVEL,161
node:5c421ed9-0a95-4721-b3a9-3d4e7def0922,"""ROV utilized the 5 function manipulator during Dive No. 008."">",node:1d06023e-c535-4130-b135-9663de50ae68,STARBOARD ROV,"""EQUIPMENT""",162
node:5c421ed9-0a95-4721-b3a9-3d4e7def0922,"""Deep Explorer, Aberdeen, UK, Europe."">",node:d546d35f-dd3b-4bae-9bce-b11977a6976f,STARBOARD ROV,"""LOCATION""",163
node:59f967de-b22d-4234-8409-78a04ef71bb1,"""Injury - Right Finger Scoriao Incurred During Manual Leg Removal Process. Severity: 1.0; Likelihood of Occurrence (Unlikely) to occur, with a likelihood value of 2.0 and risk weight or criticality score of 2.0.""",node:441e43f5-45ef-4913-9d10-f7900283bbc0,"""FLEXIBRAS ACU/ORGANIZATION""","""POLIGAR CITO FINGER OF THE RIGHT HAND IN JAIL DURING MANUEL DE LEGENDS REMOVAL FROM BOX BY A COLLABORATOR, CAUSING SCORIOE TO OCCURRED ON 6/6/2017""",164
node:3ffff121-e43d-40c1-b4b0-7ee7125f6470,"""Mechanical - Uncontrolled Moving Objects/Parts""",node:af309179-1689-45ae-ab83-b1ca9152b9f6,"""FLEXIBRAS ACU/ORGANIZATION AND CLIENTS""","""TECHNIPFMCLIMITED - CLIENT FOR THE CASE OF NEAR MISS INVOLVING RIGHT FINGER SCORIAO INCURRED DURING MANUAL LEG REMOVAL PROCESS. SEVERITY: 1.0; LIKELIHOOD TO OCCUR (UNLIKELY) WITH A LIKELIHOOD VALUE OF 2.0 AND RISK WEIGHT OR CRITICALITY SCORE OF 2.0.""",165
node:3ffff121-e43d-40c1-b4b0-7ee7125f6470,"""Injury Incurred During Manual Leg Removal Process; Likelihood of Occurrence (Unlikely) with a likelihood value of 2.0 and risk weight or criticality score of 2.0""",node:cc85a7a8-54e3-48e3-9a24-e9411ce9ad8a,"""FLEXIBRAS ACU/ORGANIZATION AND CLIENTS""","""NM - FLEXIBRAS A?U - ESCORIA??O NO DEDO POLEGAR DA M?O DIREITA. DEADLINE FOR CLOSING THE CASE: 7/1/2017.""",166
node:3ffff121-e43d-40c1-b4b0-7ee7125f6470,"""Injury Incurred During Manual Leg Removal Process, Severity: 1.0; Likelihood of Occurrence (Unlikely) with a likelihood value of 2.0 and risk weight or criticality score of 2.0.""",node:87b7f046-d8f5-4c58-8b72-a156d5b2e595,"""FLEXIBRAS ACU/ORGANIZATION AND CLIENTS""","""NM - FLEXIBRAS A?U - ESCORIA??O NO DEDO POLEGAR DA M?O DIREITA. LOSS POTENTIAL SEVERITY: 1.0; DEADLINE FOR CLOSING THE CASE (7/1/2017). OPERATING CENTER CORRESPONDING TO SELECTED INCIDENT IS REGION BRAZIL - FLEXIBRAS ACU""",167
node:05512f96-a609-4479-8602-8b501899a73d,"<body_part,injury_type and likelihood description not provided in the text. However based on context we can infer that it might be related to respiratory issues due to gas exposure during scaffolding operation at STR-700 area.)",node:d1f9b368-2ab4-4254-858a-7bdeff2563df,BACULOFFICE-MARINE PLAZA,FAC - DIFFICULTY TO BREATH DURING SCAFFOLDING OPERATION AT STR-700 AREA ON 13TH OF JULY AFTER MORNING TBT SESSION.,168
node:ae33e52a-da37-4f55-8b5c-fc6faf10a945,"""AZERIKIMYA PRODUCTION UNION SOCAR"", ""Organization"")(""entity""",node:1494facc-b8b0-4d9d-9bf2-a82f17fa5fb5,FAC - DIFFICULTY TO BREATH DURING SCAFFOLDING OPERATION AT STR-700 AREA.,"<IMPACT_TYPE,LOCATION AND OPERATING CENTER NOT PROVIDED IN THE TEXT. HOWEVER BASED ON CONTEXT WE CAN INFER THAT IT MIGHT BE AN 'ACCIDENT' WITH IMPACT TYPE AS INJURY.)<|COMPLETE|> (""ENTITY""",169
node:f1ecb577-d990-4189-9943-f4df164efe80,The deadline of the Risk Matrix for loss potential value: The operating center that is 3) (This case was applied in its type^005/_x00_07.21E.,node:70692939-788b-4dda-9b37-6ca3c161d7aa,"""GHANA OCTP DEVELOPMENT PROJECT ORF_0914 GHANI - MATTERS-2.""","<RELATIONALLY CLEAR, TO BE CLOSED ON GHANA AS A ""ENTITY""",170
node:1f5ead2f-2b07-48b4-963a-ac4106b98bb3,Location where smoldering burlap sacks were found leading to a fire incident at workplace of Turner yard dog operator,node:4056a8a5-d4f2-4dcd-9520-ef74a6b5ae5f,"""FIRE INCIDENT",YARD 27,171
node:437d4f26-16c3-49be-8c67-e5d28c2b03bc,"""During the cargo transfer, Tug boat Locar drifted almost hitting starboard side of vessel (frame 13 end), which is a near-miss incident involving both entities and potential for damage to its frame. The likelihood was assessed as Unlikely with severity value of 2.0 based on Risk Matrix selection
""During the cargo transfer, Tug boat Locar drifted almost hitting starboard of vessel (frame 130), which is a near-miss incident involving both entities and potential for damage to its frame. The likelihood was assessed as Unlikely with severity value of 2.0 based on Risk Matrix selection
""During the cargo transfer, Tug boat Locar drifted almost hitting starboard of vessel (frame 130), which is a near-miss incident involving both entities)",node:c63c5ff5-4e81-45d9-be2a-7231e5cb4feb,"""TOP CDA""","""LOCAR XXIV""",172
node:a09d5235-6d53-4fbd-80d5-3efda7cf44df,4,node:be155370-0000-40fa-8a17-75263159ed91,"""TOP CDA - LOCAR XXIV NM INCIDENT CLOSED ON/AT ""9/20/2016""","""NEAR MISS INVOLVING TUG BOAT LOCAR DRIFTING ALMOST HITTING STARBOARD SIDE OF VESSEL (FRAME 130) DURING CARGO TRANSFER, WITH POTENTIAL FOR DAMAGE TO ITS FRAME. THE LIKELIHOOD WAS ASSESSED AS UNLIKELY AND SEVERITY VALUE IS DAMAGE -2",173
node:6a1c7d25-769b-4a65-818d-3266da52a8f1,<INJURY_TYPE>,node:4248a1ea-1f95-4b74-833b-6f14613708bf,MOVING TRUCK WHILE SOMEONE STANDING ON TAILGATE,"""INJURY - FIRST AID CARE""",174
node:6a1c7d25-769b-4a65-818d-3266da52a8f1,"<BODY_PART AND EQUIPMENT INJURY - 1.0 SEVERITY VALUE FOR THIS CASE IS SELECTED.
<INJURY_TYPE AND INCIDENT - Injury, Near Miss to occur.",node:01bd50e2-6d23-4a83-a66c-a2e9b0579b4a,MOVING TRUCK WHILE SOMEONE STANDING ON TAILGATE,"""LIKELIHOOD""",175
node:b0aa5c77-5434-4db7-84ab-4f8ff7ffcf81,<relation_description>,node:b95191fe-3293-4d5e-8b0a-172f52893ba9,"""AIRCONDITIONING UNIT FIRE DAMAGED IN WORKSHOP AND FITTINGS CONDITION""",NORTH SEA GIANT WORKSHOP,176
node:b95191fe-3293-4d5e-8b0a-172f52893ba9,<relation_description>,node:b3eb601d-288a-4fc0-b6bb-5ac5bd408395,NORTH SEA GIANT WORKSHOP,"""OS HANDLING FIRE IN WORKSHOP FROM BASED ON BRIDGE ALARM PANELS""",177
node:e5f4e0d0-e752-493d-8494-5fff5a0cb8a9,"""Severity-3/North Sea Giant Workshop of ORG Northshoreair giant work CANDArafty (In Organarian N",node:eed4a7ae-d015-424e-9210-5933bfd22e0f,"""FIRST AID AND DURKE BATAGLANI'S HAND SEW KNOWN TO REPORTED ON BRIDGE/BOSUN FITTING CONDITION FOR TENK PANELONORWE SHOP FIRE DAMAGED NAVIGATION""<>","FIMCI WAS MUSTERED INCIDENCE AND LIKELIHOOD_TYPE: RISK SMALL_OR NORWAY, E. -AIBIN",178
node:2efb90ee-8c7e-4baf-9a79-27b13a966c8d,"""SABETTA SITE""",node:e4db29bf-3213-4995-80f9-d33c59d23ff1,"""RIGHT THUMB""","""HAVING A LASTERATED AND FRACTURED THUMB""",179
node:ed149d00-dc40-4508-a82b-6548f7115d6b,DIESEL THERMAL GUN,node:98b6d12f-f87f-411e-a102-1c1e25c3ad0a,DORNITEMPART,EQUIPMENT,180
node:98b6d12f-f87f-411e-a102-1c1e25c3ad0a,"The unauthorized and neglected connection of electric consumers to electrical installations in a workplace, which was installed dornite at 10 OFFERSITE",node:f8e9351f-401b-43b5-a4ba-3bccba76e846,EQUIPMENT,ELECTRICAL WIRELESS_EXTENSIONS,181
node:dfc87640-005d-41fa-95bd-5574a6575b75,HAND (Burns),node:e8b1041a-55ca-4c6b-a9b0-39c781285035,CLEANER.,<BODY_PART>,182
node:e8b1041a-55ca-4c6b-a9b0-39c781285035,Hand (Burns),node:967b5698-c051-4c9a-951b-d308312d20d8,<BODY_PART>,HOT WATER BOILER.,183
node:967b5698-c051-4c9a-951b-d308312d20d8,<EQUIPMENT,node:008a53b2-e18d-48e0-bcd2-448a5467c307,HOT WATER BOILER.,<TP UMBILICALS LTD.,184
node:008a53b2-e18d-48e0-bcd2-448a5467c307,<DATE,node:22bdf4fb-07b3-4c14-afcb-953052e30f9a,<TP UMBILICALS LTD.,6/21/2018,185
node:dfff9ce8-cf1d-4356-9b85-9ddcf031ef35,CENTRAL INSTITUTION CHAIRMAN,node:dab52b21-8407-4497-aaad-156c30f2d7b1,BODY PARTS,MARTIN SMITH,186
node:b798ca7e-0a0b-47b7-aa1d-e72a25960d8e,"""LD3967_CASE""",node:700c9442-592f-4d7d-b74e-d2581806ba01,"""POLICE_REPORT""","EMPLOYEE_WALKING_OUT""",187
node:c476999f-2ef1-413c-b47d-30fee4c5d29d,"""USED_IN_TOGGLE_RELEASE""",node:c38161fe-1739-4094-968b-017e2e8100ea,"""GARFO_PUSHING_DEVICE""","""CARRIER_TUBE""",188
node:c476999f-2ef1-413c-b47d-30fee4c5d29d,"""ASSISTED_EQUIPMENT""",node:13ab0123-61c5-4e4b-9459-734a8aecd99b,"""GARFO_PUSHING_DEVICE""","""INJURY - FACE""",189
node:a68bb9d2-cc7d-4e6b-8481-ada8b4aa1efb,"""PROTECTED_AREA""",node:bf9f196d-ecaf-404a-a067-e855cc0078bd,"""SAFETY_GLASSES""","""FACE""",190
node:c38161fe-1739-4094-968b-017e2e8100ea,"""LIKELY_CAUSED_BY""",node:13ab0123-61c5-4e4b-9459-734a8aecd99b,"""CARRIER_TUBE""","""INJURY - FACE""",191
node:f6759d73-b816-4b13-9471-94c37e053c84,"""12/30/2016""",node:019b7b26-d3f2-4001-8528-c04004221ce1,"""CLOSED_CASE""","""DATE""",192
node:faec940b-0d38-4764-85d2-285e22a88995,"""WORKPLACE_GEO""",node:969b657b-33ee-4654-bbff-bba049ad0dd4,"""REPORTED_LOCATION""","""ANGRA DOS REIS""",193
node:6c852325-38b1-4f16-b599-51d6dc7dcdec,,node:c27574d0-ca64-452f-a3e1-d1207e65a566,"""JOHOR BAHRU SECURITY OPERATION CENTER N/A AND WELDING_BASED IN JOHOR BAHRU, ASIA PACIFIC""",N/A,194
node:3b2cb2b9-a360-4c9d-b35b-fd7a21a47d11,GEO,node:98459a6e-9ec0-4362-a5cd-e98a5baf4e03,NORTH AMERICA.,VEHICLE INCIDENT MOOSE STRIKE.,195
node:382bcf3d-e4f7-43cc-ba91-14f92de0b419,"BACKEND CAR OTHER DRIVER""
""CA 99""",node:7d887c02-2a90-4fa3-92c8-d854803d6e4a,"""TECHNIPFMC EMPLOYEE""","""CA 99""",196
node:f2e23373-7bb8-4f67-afc4-dee19de0fb71,"""The box was involved in a transport process at Stavanger Manufacturing, which is part of the 03/6/12 - Injury_type and Closed on deadline for it to be closed. It caused by dropped injury severity: Loss potential likelihood value 'relationship""",node:31df9951-7887-4d63-99ab-b12dd2646376,"""BOX""","""STAVNGE MANUFACTURING""",197
node:9d01ed47-209d-44da-bb79-fb843c537399,"Apache scaffolding company'involved in the incident where they dropped a board of wood, which caused no injuries but potential damage.",node:f3bd7a6d-c1c9-4bc2-b2db-2ff6c572d537,APACHE SCAFFOLDING COMPANY,BOARD OF WOOD,198
node:9d01ed47-209d-44da-bb79-fb843c537399,"Apache scaffolding company and the client were both parties involved in a near-miss incident at Lake Charles, USA on 2/28/2017. The board of wood was dropped from an elevation causing no injuries but potential damage to occur",node:6e84a1d9-5f6b-45dc-93b8-b887373c29ac,APACHE SCAFFOLDING COMPANY,SASOL NORTH AMERICA INC.,199
node:f3bd7a6d-c1c9-4bc2-b2db-2ff6c572d537,"The board of wood fell in Lake Charles, causing no injuries but potential damage.",node:a3376b73-e7c8-4b4a-b113-f37a59f7ce17,BOARD OF WOOD,LAKE CHARLES,200
node:f3bd7a6d-c1c9-4bc2-b2db-2ff6c572d537,"On 2/28/2017, a board of wood was dropped from an elevation causing potential damage but no injuries.",node:2c03d094-f6c0-4fc6-9f70-abefe723723a,BOARD OF WOOD,2/28/2017,201
node:6e6dbfd6-a0b7-489c-97f6-a6d5ad1c3e21,"(3)(""date"")",node:9932ed34-0103-48b0-bebf-968bc8d5b677,SHARP LOSSEL HELPERS - ISRAELI LIMITED ENGL,<ENTITY,202
node:0056c4e3-e329-48a1-bed7-a4a0c614c193,"""entity""",node:7eea3514-196f-497c-9f38-2f17e258c0b9,BODY_PART,SHOULDERS,203
node:3fc5c78d-5c04-44c6-aefe-4432a102c58c,TCHAPPELLBARGU5842024,node:07debb3a-7db3-462f-b766-c4395c3bf9c5,INJURY-1(3/><RELATION_STRENGTH:N/AZONE (AURELUNARIAN BUSINESS UNIT ON BEHALF OF RELATION A,CENTRAL INSTITUTION,204
node:3d2468b9-ba96-4601-a70e-3e95b8b222ca,"""ROTOR PN.501926001 EQUIPMENT MANIPULATION AND Cleaning Machine TASK AT ALBERTINEN HOSPITAL""",node:6803f60c-f8f2-4239-ae54-d7c8a7da13fe,"""CLEANING MACHINE (WASHING PLANT)""","""EMPLOYEE'S THUMB INJURY""",205
node:c27bf2b9-5779-49b5-8599-4212ba9afd54,"""Right arm was in contact with hot water due to IP's interaction with convection oven equipment"")",node:3da33133-17d9-47c3-887e-a4f532fc5803,"""IP""","""CONVECTION OVEN""",206
node:c27bf2b9-5779-49b5-8599-4212ba9afd54,"""INJURY TO HIS RIGHT ARM""",node:17a53a95-2254-408e-a9b1-1156b8a7dcc0,"""IP""","""RIGHT ARM""",207
node:bd72469e-9b19-427f-96ac-d0373f227449,MAJUR SMITH PARTSENKAYLARU S215789,node:4ed42d2b-b986-4449-a6f7-e3af0be89a32,TECHNIPFMCKONSBERG KRONGSE AS -ORGANIZATION,"""SOURCE_ENTITY""",208
node:d2fcd688-84cc-441e-afb4-fa15d88dcb88,"The heel of the manager's boot caused minor damage to a rear right light cluster by breaking the glass. The severity value for this case is 1.0, and it occurred on Wednesday 21 June 2017 at Evanton Spoolbase in UK with no injury sustained.)<|COMPLETE|>(""entity""",node:07f100af-1c01-4374-a1cd-f0f8ceb4d22c,"""DX13TNE VEHICLE DAMAGE TO RIGHT LIGHT CLUSTER",BOOT HANDBRAKE OF MANAGER'S BOOT,209
node:1de909ff-5d0d-4d3a-9a94-70fd16f7c4f7,INCIDENT_TYPE,node:1056474f-928c-4a0f-8f1a-636ef9848a52,BOAT_CRAWLER#3,ORGANIZATION,210
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Lake Charles, USA""",node:c6f355de-5f4d-4226-8b02-585e83a59b31,"""BRAND""","""WORKPLACE LOCATION""",211
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""SASOL NORTH AMERICA, INC.""",node:4f9dc8c6-0b4b-477d-804d-534e84b71bf2,"""BRAND""","""SASOL LAKE CHARLES PROJECT CLIENT""",212
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Synergi""",node:0e179f8c-65e5-42e0-8d6a-289cb9d0f90f,"""BRAND""","""SYNERGERI SYSTEM OF RECORD USED FOR CASE""",213
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Construction Work Process Involved in Incident""
""Basic Organizational - Hazard Identification & Risk Assessment""",node:913b8f6b-c082-4f06-8ffb-2c867e298b70,"""BRAND""","""SASOL LAKE CHARLES PROJECT CATEGORIZATION""",214
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Reported on: 10/3/2016, Closed Status of the case as of this date.""",node:22675746-fb3a-48b1-b798-ed36b011656c,"""BRAND""","""SASOL LAKE CHARLES PROJECT REPORT DATE AND STATUS""",215
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Loss potential severity of the case was rated as '1.0' and deadline for closure is 10/31/2016.""",node:aa3b691c-7e4c-4757-8093-0870d9fcf71a,"""BRAND""","""SASOL LAKE CHARLES PROJECT LOSS POTENTIAL SEVERITY AND DEADLINE FOR CLOSED CASE""",216
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""REGION NORTH AMERICA - TPUSA - USA - Houston.""",node:b931c3ed-bc00-4eec-a74c-2acd997e4c87,"""BRAND""","""SASOL LAKE CHARLES PROJECT OPERATING CENTER RELATED TO INCIDENT""",217
node:f58eced3-a445-467d-b005-2eb9cfa7c90c,"""Basic Organizational - Hazard Identification & Risk Assessment, Unlikely to occur.""",node:f576a2c1-1f2f-40a6-8abe-85554d117b3e,"""BRAND""","""SASOL LAKE CHARLES PROJECT CATEGORIZATION AND TYPE OF LIKELIHOOD TO OCCURRENCE""",218
node:1f7bf90c-a155-4259-aaa8-6231dea1340c,"<relationship_description>""Brand BODY_PART - Damage - 1.0: Basic T<| ""CASUALS HOSSE""",node:ed649171-8745-4c04-b7b3-6addbdd0ee45,"""BRAND MALTED HOSE DAMAGE - 1.0 EUROS UNLIKELY ACCIDENT INCIDENCE LIKELIHOOD DEADLINE FOR CASE CLOSURE""",<ENTITY_NAME>DAMAGE FROM GENERATOR'S MUFFLER CAUSED THE HOSE TO SMOLDER AND MELT.,219
node:2caba6ea-9b97-4b4a-a81f-13157f1c2564,"INJURY_TYPE
WORK_PROCESS
DATE_DEADLINE
BODY_PART
CATEGORIZATION
LOCATION
DATE
OPERATING_CENTER
STATUS
LOSS_POTENTIAL_SEVERITY
INCIDENT_TYPE
CLIENT_FOR_CASE",node:d167466a-c0b6-40a8-9b37-d4283603e5a1,EQUIPMENT OPERATOR,BRIGHTON SERVICE BASE,220
node:6a362406-e420-4100-bde6-bed2b7419ffe,"target_entity=""MINI-VAN (implied entity)""
target_entity=""FMC TECHNOLOGIES SURFACE INTEGRATED SERVICES, INC.""(implied entity as the client for this case)",node:1fb8df79-e675-44ce-9324-8004d157a5f5,"""LD5577 REAR ENDED ANOTHER PARTY.""","<SOURCE_ENTITY=""COMPANY VEHICLE LD5577""",221
node:99b73b52-2dcf-4c94-adff-45f282e83a5b,"""WELDING OPERATIONS AT ILOGS JETTY IN POINT-NOREVE, CONGO, AFRIQUE ON 1 NOVEMBER 2016",node:746b4a65-c5a1-4748-a0fe-71319df85106,"""FIRE OR EXPLOSION INCIDENT AND WELDING OPERATIONS AT ILOGS JETTY ON 1 NOVEMBER 2016 IN POISSON-NOREVE CONGO","FAR SLEIPNER AND WELDING OPERATION ON THE QUAYSIDE OF FAR SLEIPNER ARE RELATED BECAUSE DURING A MODERATE SEVERITY FIRE/EXPLOSION RISK EVENT, AN ELECTRICAL ARC OCCURRED BETWEEN CABLE AND EARTH SUPPORT DUE TO OPERATOR'S ACTION. THE RELATIONSHIP_STRENGTH IS 8)<|COMPLETE|>(""ENTITY""",222
node:7be01057-8842-4691-9492-1f622ac9abbd,Technician was injured while handling the Hydraulic Ram during installation process.,node:35128f52-7db8-4bb5-bd7c-a18476d5306c,"""TECHNICIAN""",HYDRAULIC RAM,223
node:7be01057-8842-4691-9492-1f622ac9abbd,"In this summary, we focus on a professional named Technician and their work environment at Birmingham Service Base. The entity 'Technician,' as identified in our records, refers to an individual employed by or associated with the service industry who has been involved in some form of incident requiring attention due to injury sustained while performing duties within the confines of their place of employment—the Birmingham Service Base (Entity: ""BLAIRSVILLE SERVICE BASE"").

The 'Workplace where technician's injury occurred, which is also the location of the incident,' as described in our data points to a singular and significant event that transpired at this facility. The service base serves not only as an employer for Technician but has unfortunately become synonymous with their recent work-related accident due to its role both as the site where they were injured and where the mishap took place (Entity: ""TECHNICIAN"").

In reviewing all available information, it is clear that Birmingham Service Base stands out not only for being a central hub of employment within the community but also due to its unfortunate association with an incident involving Technician. The service base' enduring reputation as both workplace and locus of injury underscores the need for enhanced safety measures, ensuring that such occurrences are minimized in the future while maintaining a conducive environment for all employees within this vital establishment (Entities: ""TECHNICIAN"" & ""BLAIRSVILLE SERVICE BASE"").

This comprehensive account encapsulates Technician's professional identity and their connection to an unfortunate event at the service base, providing a clear understanding of both individual circumstances and workplace dynamics. It is imperative that steps are taken towards preventing future incidents while supporting affected employees like Technician in navigating through recovery processes (Entities: ""TECHNICIAN"" & ""BLAIRSVILLE SERVICE BASE"").

(Word count: 240)",node:953bf047-4f1e-4325-9cdd-9f178a4bb689,"""TECHNICIAN""","""BLAIRSVILLE SERVICE BASE""",224
node:7be01057-8842-4691-9492-1f622ac9abbd,"Technician was injured while handling the Hydraulic Ram during installation process.
Technician'curse injury from the Hydraulic Ram during installation process.
""BLAIRSVILLE SERVICE BASE""",node:6166132e-1cca-4cdd-a882-d0de954f4c4c,"""TECHNICIAN""","""HYDRAULIC RAM""",225
node:6166132e-1cca-4cdd-a882-d0de954f4c4c,"The Hydraulic Ram was installed at Blairsville Service Base, where technician got injured.",node:953bf047-4f1e-4325-9cdd-9f178a4bb689,"""HYDRAULIC RAM""","""BLAIRSVILLE SERVICE BASE""",226
node:e2386169-c7c0-44eb-a25a-5f43400bfbc0,ORGANIZATION,node:a3c518a5-e5bb-4af8-a973-ebb58f3e9b47,TRUWIC REEL,TU INC.,227
node:81d5b28f-f846-4a99-a319-8e8175fb31e8,"""BEAM SLIP OCCURRED DUE TO BEARING ON TRUCK WE590CO AND TRAILER L263EI, WHICH HELD A 5780 mm long steel beam weighing 287.8 kg""",node:7e3dc2fc-3a9d-4c89-8dac-ad02c7e251b4,"""FIRUZABAD""","""BODY_PART""",228
node:81d5b28f-f846-4a99-a319-8e8175fb31e8,"In FIRUZABAD, a significant event unfolded involving ""ORLEN UNIPETROL RPA S.R.O."", an organization with ownership over the Litvinov Facility where this incident took place. ORLEN UNIPETROL RPA S endorses and manufactures Orlen Unipetrol Rapid Action, a medication designed to treat various conditions related to petroleum products in industrial settings. The facility's operations are critical for the company as it serves both local communities by providing employment opportunities and contributes economically through its production activities within FIRUZABAD.

On an unspecified date, a disturbance occurred at this Litvinov Facility that drew immediate attention due to ORLEN UNIPETROL RPA S's reputation for safety in their operations. The incident involved the handling of Orlen Unipetrol Rapid Action and raised concerns among local residents about potential environmental impacts or workplace hazards, given its industrial nature.

Investigations were promptly launched by relevant authorities to assess any risks associated with ORLEN UNIPETROL RPA S's activities at the Litvinov Facility in FIRUZABAD and ensure that all safety protocols are strictly adhered to, preventing future occurrences. The company has since reaffirmed its commitment to maintaining high standards of operation while continuously improving their processes for handling Orlen Unipetrol Rapid Action safely within the Litvinov Facility in FIRUZABAD and beyond.

The event at ORLEN UNIPETROL RPA S's facility has prompted a review by local regulatory bodies to ensure that all industrial activities comply with environmental regulations, worker safety standards, and community well-being considerations within the region of FIRUZABAD. The Litvinov Facility remains an essential part of ORLEN UNIPETROL RPA S's operations in this area but is now under increased scrutiny to guarantee that all aspects of its function align with both local and international safety standards, reflecting the organization’s dedication to responsible corporate citizenship.

In summary, FIRUZABAD has been home to ORLEN UNIPETROL RPA S's Litvinov Facility for years now, where Orlen Unipetrol Rapid Action is produced and managed with the utmost care for safety and environmental impact. The recent incident at this facility serves as a reminder of the importance of vigilance in industrial operations but also highlights ORLEN UNIPETROL RPA S's responsive measures to maintain trust within their community, ensuring that all activities are conducted with transparency and adherence to safety regulations.

(Word count: 302)",node:c70e785c-0695-4456-ae66-706e1f459e80,"""FIRUZABAD""","""ORGANIZATION""",229
node:d0d78f49-8ddb-47d4-9841-7a184a61c231,"""Lesion to Employee during Work Activity of Pipe Wrench Handling in Acu, Brazil on 5/9/2019""",node:ba204cd4-502c-493c-8656-b8e4ca3b7d15,"""FLEXIBRAS TUBOS FLEXIVEIS LTDA.""","""FIRST HAND INJURY.""",230
node:4a98b5f2-9e21-4e93-8f13-c8e1247cf992,"<DANGER WITHIN WORKPLACE LOCATION""",node:657efc5f-46d6-4fcc-b567-f29299db4ed3,"""FLEXIBRAS TUBOS FIXORES.""<>LOCATION.","""WORKPLACE WHERE THE LESION TO EMPLOYEE DURING FIRST HAND AID INCIDENT OCCURRED IN VITÓRIA, BRAZIL ON 5/9/2019.",231
node:de84f9aa-eaeb-4bb1-8249-a4b9cbad20f5,"<Incident>53:0 end of 2nd instruction (continued)(""entity""",node:781676ad-588d-4005-878e-816dab77fbff,"""INCIDENT_TYPE""","""SB - W6 RECEPTION LE TRAIT""",232
node:2e81cd21-7498-435f-89b4-58a7570bb394,"""The Yamal LNG Project is located at Sabetta Site where the incident occurred)",node:00e0e8cf-82bc-4e23-a785-c07d230e7997,"""YAMAL LNG PROJECT""","""SABETTA SITE""",233
node:a38f6965-1235-48e6-b487-d07967b31b62,"""The water ingress caused the fuses in Distribution Board to blow and then tripped, leading potentially to increased fire risk"")Relationship_strength: 3)(""entity""",node:e2e8d749-06a1-4f32-a338-5f4f898c2066,"""WATER INGRESS""","""DISTRIBUTION BOARD""",234
node:6b5851f1-d53b-4ff8-8c62-4c4d311f4fd4,"""CONCRETE BOLLARD(S)""",node:c18f648c-8457-4250-8c3e-dbdc3defcfd1,"""DRIVER OF DELIVERY VEHICLE""","""SPOTTERS (REAR AND FRONT)""",235
node:6b5851f1-d53b-4ff8-8c62-4c4d311f4fd4,"""CONCRETE BOLLARD(S)""",node:7892d244-2f51-462c-819d-dcf796467334,"""DRIVER OF DELIVERY VEHICLE""","""MPH (EQUIPMENT)""",236
node:9ebe495e-0b77-41ca-b6a6-a6fc5f921d19,"""The Hiab M44-24A5 Marine Crane (Hiab)""|>EQUIPMENT, ""Deep Arctic Aberdeen UK Europe"")(""relationship""",node:3c895a80-af51-4463-9d53-51ab6ee5b841,HIAB CRANE OPERATOR'S REPORT.,"<REASONING>: THE CRANE OPERATOR REPORTED THIS CASE TO OCM (OPERATING CENTER MANAGER) AS INSTRUCTED BY HIM. THIS IS A TYPE OF ACCIDENT WITH MINIMAL IMPACT ON THE ENVIRONMENT, WHICH OCCURRED AT WORKPLACE: DEEP ARCTIC IN ABERDEEN, UK.)<|COMPLETE|>(""ENTITY""",237
node:61086d64-ddbd-433c-b5a9-557fbb8660aa,"TAP HSS LEAD from Baar - The TAP HSS Lead and TRANS ADRIATIC PIPELINE AG jointly carried out the site visit for risk assessment in landslide incident at KP105.
TRANS ADRIATIC PIPELINE AG.",node:1056474f-928c-4a0f-8f1a-636ef9848a52,"""LANDESIST",ORGANIZATION,238
