id,label,type
node:a5f62b91-5f7f-4b51-98fe-291b8aa19046,"FLEXI FRANCE WORKPLACE LEVEL FLEXIFMCMCFMC BODY POTENTIAL SEVERITY AND 9/DJANESUCCURRENCE REPORTED AS A NUSAJAYA CAMPUS: SZ<>>""INCIDENT_STATUS"", LE VOICE-SMOKE CHANCE OF 1%",
node:4a71b356-4bb8-4418-8df8-f1dc3c200062,CREW MEMBER FALL FROM BIKE,INCIDENT_TYPE
node:19d37201-0ee7-44ae-9fc4-4b00427fb7a7,BICYCLE EQUIPMENT,EQUIPMENT
node:58ba8f53-8a45-43a6-a134-dcc52df2f104,HEAD INJURY,INJURY_TYPE
node:053e29e2-0544-493b-9b9b-fe733cce806c,HAND INJURY,INJURY_TYPE
node:b934793e-0ff9-423a-a46f-483cc73430bf,NORTH SEA GIANT WORKPLACE,LOCATION
node:8b7bf0d0-a66c-4908-b264-381be564f583,2023-09-28 00:00.0,DATE
node:8ed10160-c187-4cb0-a73e-7e2390c639d6,LACERATION TO HAND,
node:f10d6d26-50b9-4e13-99bb-92c53bbf3586,HAND,
node:652eb9b6-33a2-4598-a14c-12dc3d6afb70,BICYCLE EQUIPMENT USED IN CREW MEMBER FALL FROM BIKE,
node:21345b48-7ac0-4a8e-99be-c7b83142ecc4,TECHNIPFMC PROJECT 079625C043 - NSG 2023 REINST YARD COSTS EUR,ORGANIZATION
node:59e11a87-d8c6-4210-a2cb-709d70fa1d42,N/A VENDOR CLIENT,CLIENT
node:07e0b4ee-605e-4e5e-b890-a4a698cd17d7,N/A LIFE SAVING RULES USED IN CASE,LIFE_SAVING_RULES
node:d6e728fe-bd61-46da-bf62-88ae6d4c04aa,REPORTED ON 9/28/2023 AS CLOSED CASE,
node:f434e965-7cda-4f75-b94f-7eaaa26286f0,TUK - UK - ABERDEEN (ONEFLEET) OPERATING CENTER,OPERATING_CENTER
node:0a60ee89-9c8b-49e0-b8e0-534b504e092d,N/A LOSS POTENTIAL SEVERITY OF CASE,
node:6198067e-6b45-4dc1-8d5f-44b6fe7e8aea,SEVERITY VALUE FOR THIS CASE,
node:a45d8ce5-629b-4fe9-9363-fb88e8b5fb7c,ROV CREW ACCIDENT,INCIDENT_TYPE
node:361fa274-f27a-4f75-9e2a-0a9387c4c59f,FLAG SHEAVE WHEEL ASSEMBLY SHED ADHESION TO DUCTING HEAD ASSEMBLY,EQUIPMENT
node:f58ef834-44f8-4af7-b613-3ca1c6b87a28,SHEAF EQUIPMENT FALL FROM ROV CREW ACCIDENT,INCIDENT_TYPE
node:7fbc6afa-d638-4f87-b897-d0e3e209a41c,STEEL PLATE IMPACT ON HANDRAIL/GUARD FOR LARS INROVATION PROJECT,EQUIPMENT
node:38b30d92-ea65-4b9a-b321-b7ac60e49218,IP JAW CONTUSION FROM STEEL PLATE IMPACT ON HANDRAIL/GUARD FOR LARS INROVATION PROJECT,BODY_PART
node:000d560c-8985-47ee-9c28-6c80b42c46fb,IP MID BACK CONTUSION FROM STEEL PLATE IMPACT ON HANDRAIL/GUARD FOR LARS INROVATION PROJECT,BODY_PART
node:3b2f8887-e76e-4731-8f33-eb204b071c85,INCIDENT REPORTED BY ROV CREW ACCIDENT TO TECHNIPFMC USA ON 12/7/2022 INROVATION PROJECT,ORGANIZATION
node:27658611-7ae7-4f80-8529-a3d2c2a8a632,"INCIDENT OCCURRED AT GREMP CAMPUS (GENERATION PARK), HOUMANA, USA ON 12/7/2022 INROVATION PROJECT",LOCATION
node:b1a979f0-f0de-4722-9a5f-4f84c554dd10,INCIDENT REPORTED AS CLOSED BY ROV CREW ACCIDENT TO TECHNIPFMC USA ON 4/10/2024 INROVATION PROJECT,DATE AND TIME OF CASE ORIGINAL REPORTING
node:dc30b993-52e6-46f9-a851-6fcf16db32c0,INCIDENT REPORTED AS CLOSED BY ROV CREW ACCIDENT TO TECHNIPFMC USA ON 4/17/2024 INROVATION PROJECT,DEADLINE FOR CLOSURE OF CASE
node:37b61c96-9924-4daf-a823-f39729408b2b,SERVICE BASE SECURITY AGENT,PERSON_ROLE
node:7923c7a3-8ff4-4f3a-b284-f2366daa5d1e,SMOKE AND BRARY INCIDENT,INCIDENT_TYPE
node:650458ae-ce05-416b-909b-d4498dd55f6f,AC UNIT SMOKE,EQUIPMENT
node:81f5ae7e-c860-410d-b513-10f5b7e3db66,SPIE REPRESENTATIVE AND HSE MANAGER,PERSON_ROLE
node:0fdf1aae-3366-4bdf-9bd3-1bf4d5d56a7f,FIREFIGHTER TRUCK WATER HOSE UTILIZATION,EQUIPMENT
node:944baafb-7e93-41d5-8707-d2e8309d118f,SMOKE AND BRAY CONTROL ACTION,ACTION_TAKEN
node:6cd7c902-b5b8-407f-8ca9-e2ea1d4398a3,FIREFIGHTER TRUCK WATER HOSE UTILIZATION DURING INCIDENT,USED_IN
node:ad1230b9-cf2b-4741-a76c-2fecc03c43de,SMOKE AND BRAY CONTROL ACTION POSITIONED AT WORKPLACE,LOCATION
node:6fbeeb18-7ef5-4e96-8a9f-10f949dd85ac,TECHNIPFMC PLC CLIENT INCIDENT REPORTING,CLIENT_NAME
node:102c424c-05b4-418f-97bd-7c59f21a237c,2021-02-01 CASE DATE AND TIME,DATE_TIME
node:3d15c1bb-91f3-4d16-b5a6-cb9f90d6389b,SMOKE AND BRARY SMOKE EMISSION DURING INCIDENT,PROBLEM DESCRIPTION
node:d2a34da9-420f-49a8-a6d5-9d3948c4169e,FIREFIGHTER TRUCK UTILIZATION POSITIONED AT LOCATION OF WORKPLACE OCCURRENCE,LOCATION DUE TO ACTIONS FOR SMOKE AND BRARY CONTROL
node:43e4e241-d600-46bf-9278-ed014afbd004,FIREFIGHTER TRUCK WATER HOSE AND SPIE REPRESENTATIVE HES EQUIPMENT INCIDENT REDUCING CONTROLLED BY BRAY DURATION AT LOCATION OF DOMESTY PLANT FORN,HANDLES TO MONITOR ACTIONDURING WAKE AND BRARY SMOKE DESCRIPTION
node:2d1fbb9a-9f2e-4ce0-9ec9-60bab58d2582,CAISSING HANGER,EQUIPMENT
node:6462fc35-edd3-474d-9dbc-4766a7844ace,BREAKAGE OF EYEBOLTS,INCIDENT_TYPE
node:d8b5a04a-bbdc-4521-ad57-2370a3e4123d,DECK AT JACK UP DRILLING RIG,LOCATION
node:01735f8c-9f1d-4d47-9e72-2233b58790dd,2022-01-25 00:00.0,DATE
node:af61e012-f4d5-4677-80ed-d8c9704c3d48,ACCIDENT CASING HANGER DECK AT JACK UP DRILLING RIG ZONE OF FIRE ACCIDENT BREAKAGE OF EYEBOLTS CAISSING HANGER USED_IN,
node:fe981694-e4fa-4872-9e37-8304cb24a908,VESSEL DROPPED ITEM,"""INCIDENT_TYPE"""
node:b4304714-7a8d-4567-bca3-d2fe36ed6d7f,TIDE FISH CURRENT MEASURING DEVICE (CTD),"""EQUIPMENT"""
node:38c70fc8-df5c-47dc-b585-f541a214fc50,DEEP DISCOVERY WORKPLACE,"""LOCATION"""
node:81451b3d-e539-4277-80ae-3f08e8bb98e8,BP EXPLORATION OPERATING COMPANY,"""ORGANIZATION"""
node:302138da-b5ae-4e9d-90c9-7a24971bf7c5,2025-07-14 45:00.0,"""DATE"""
node:a2640b72-dc6b-4c60-9737-410027282dfc,VESSEL DROPPED ITEM CAUSED_BY,
node:d83e4c2e-3ed8-4c6c-9370-ff7a2c8a8df9,<SOURCE>,
node:ef722c4a-9a50-4819-b697-758830b36f3d,VESSEL DROPPED ITEM CLOSED RECOVERY ACTIONS TAKEN,
node:e77a1185-ab69-4049-965d-0e6d9a80c9c5,"""NEAR MISS INCIDENT - VESSEL HAD COMPLETED NITROX YOY OCCURRED_AT WORKPLACE""",
node:c73547cb-1bbf-4884-96c5-73cf96b92c8d,DROP TO SEABED FROM MOONPOO RECOVERY ACTION_RESULTED IN,
node:5a2c2c6d-56da-4257-a11c-229750239b4f,VESSEL DROPPED OTHER SIMILAR TO FORKILT (WAREHOUSE WHERECLIFFEUPPER HANDCASTLE CLIENT ACTIVITY TYPE,"""INVESTIGATION COMMENCED"
node:68d3d0d2-2057-44b3-8d8f-740239ecb143,OIL LEAKAGE,INCIDENT_TYPE
node:aa83336f-2d94-47c1-95c5-069a9f040520,AXLE 5,EQUIPMENT
node:fa8f9de2-05c2-482e-b00f-f5264610009e,PRESSURE GAUGE FITTING DEFECTED OIL LEAKAGE,BODY_PART
node:78fca63b-65a6-488f-a1b5-c5fa01bb1191,ROU6 REEL MOVEMENT ON ROUTE TO TLP JETTY ROUTE B,
node:bdf14cf7-b434-4163-abba-17a682f46d0f,OIL LEAKAGE AFFECTED BODY PART,
node:b60bf6e8-5147-4222-b538-83324a642f4b,">""PAIL""",
node:239c35b3-d2cf-4993-a636-4e2c6b6a96d1,HAZARDOUS LIQUIDS OIL LEAKAGE,ENVIRONMENTAL IMPACT ROU6'S NEAR MISS (N/A TO CITE IMPACT ON: NUSCLEEK BG 1500)
node:69dd9eb2-d2d3-455f-b52b-d3b0bae6c039,"""RELATIONSHIP""","(10=DIRECT CAUSE OF THE OIL LEAKAGE DUE TO PRESSURE GAUGE FITTING DEFECTED OIL LEAKAGEDUE TO WEAR AND TRAINY JUICE DRIVE AGAINST PANILESS ROUSHYDRADEMANDUMT, NOT N/A"
node:62b7b6e1-162f-4c4b-8df3-eea49dcf02d9,ROU6 N/A,
node:318a09f9-e945-42e7-9936-d49c89a2e398,OILLEKSEVERE,"""DATE_OF_STRENGTHENED"
node:3d833586-eee1-4baf-b629-993c9a9ed40c,TECTYL OIL INJURY,OCCURRED AT SPILLED ON TFMC460'S
node:2ae134b8-f5ab-4493-8009-9e6ea19c53d4,OCCURRED AT TFMC460,LOCATION
node:0c8e63e4-1af8-4bf1-9c39-dc57658afd27,TECTYL OIL SPRAYED ON BODY PART AFFECTED BY HAND-OCCURRED AT TFMC460,"""INJURY_TYPE"""
node:09efa31b-e045-4830-a16f-733b62b97652,HANDS AFFECTED EYEWASH AND SAFETY GLAREYR OIL INCICIDENT 10.5'BODY PART (NOT RESULTED_INJURY,EQUIPMENT
node:cb4fa297-02c5-44c7-8dff-179e3a2b945f,HANDS AFFECTED CUTTIED JUSTIFIED INCIDENT(BACK,"<DESCRIPTION: BRIEF PHRASE, MAX 6 WORDS ONLY; EYEPAINTING IN THE WORKPLACE FOR ""THE WAREHOUSE SAFETY INCIDENT THIS IS A TYPE OF (UPPERCASE"
node:1e791445-6636-4c43-b6a1-c8e7a5eab84a,(EQUIPMENT INJURY_TYPE,"""N/OCCURRED AT 20T CRANE"")TEXT: THIS COLLISION INVOLVING A WORKER USING HAND SAW DRILL IN THEBODILY PART OF AFFECTED-A(HANDMANFINANCE, TYPE OF EQUIPMENT INCIDENT_TYPE) TEXT: WORKER WAS STRUCK BY FORKLIFT ACCIDENTALLY INJURED HIS LEFT FINGER WHILE OPERATING ATLIFTING TRUCK AND FRACTURED BACK. THIS CASE IS A FALL CAUSED CRANE ON 20T-MOST FORKLIFT"
