id,label,type,cluster_id,cluster_size,type_counts
node:d750a28c-98b3-44b9-a5d7-f93e7664b033,"""QUINTARA""",GEO,23,2,{'GEO': 1}
node:63e98663-0338-470e-82ad-4d9386a20c35,"""AURELIAN HOSTAGES""",INCIDENT_TYPE,2883,1,{'INCIDENT_TYPE': 1}
node:efdbfeff-a0b7-40b5-acdf-a984f5eb34c5,"""AURELIAN JOURNALIST DURKE BATAGLANI""",PERSON,163,2,{'PERSON': 2}
node:fb442a9f-82ba-4467-8bb1-9326d6468256,"""MEGGIE TAZBAH""","ORGANIZATION,GEO,PERSON",144,2,"{'ORGANIZATION,GEO,PERSON': 1}"
node:52f7470b-a7e0-4909-91e0-26250dbc3a4c,"""ONE AIRPORT SQUARE,ACCRA,GHANA",LOCATION,2709,1,{'LOCATION': 1}
node:311a14cf-7515-456c-b97f-4a09df1981ad,"""BANKSMAN(IP)",PERSON,2085,1,{'PERSON': 1}
node:402aed21-84fc-4b20-a0dc-4ecc9b7d4d3b,"""GOOSENECK WITH HUB",EQUIPMENT,2452,1,{'EQUIPMENT': 1}
node:bb035d0f-50b0-41af-bbae-b33dfefe9679,"""YOKE FRAME",GEO,2453,1,{'GEO': 1}
node:02715f2b-1ae7-4e8a-b5d0-9e6b630f4e4d,TECHGLOBAL,,40,2,"{'""ORGANIZATION""': 1}"
node:55ff956d-d492-4d55-8c96-721792d86e4a,VISION HOLDINGS,,173,2,"{'""ORGANIZATION""': 1}"
node:b4609b9f-22a4-4259-966e-54fb95971e56,AURELIA,,2686,1,
node:abe4205c-aa77-4590-ad11-8c68d8cf1c65,APACHE FORKLIFT OPERATOR,,357,2,{'PERSON': 1}
node:df664572-aa18-46e2-8305-93fbbd81c853,HEAVY HAUL,,2656,1,
node:ef12fd31-56d6-4382-b860-89b9ea897aa3,CRANE GEAR MECHANISM,"""TYPE""",2305,1,"{'""TYPE""': 1}"
node:3410e432-a3db-4888-9988-55be1a1049ad,BUCKET LID,,3459,1,
node:a7949810-232c-47f3-bf75-2f93998b78b9,SCISSOR LIFT DURING CRANE MAINTENANCE,,1691,1,
node:d73eac02-dae4-4935-90d4-d0822991cb83,TOOL BAG,"""TYPE""",0,2,"{'""TYPE""': 1, 'EQUIPMENT': 1}"
node:c8534893-c349-405d-86a8-6ac54813bc72,FALL FROM TOOL BAG TO SHOP FLOOR LEVEL BELOW SCISSOR LIFT,,2296,1,
node:e5f98f1e-1db8-4cf7-b03e-264d4cec2760,GEARS MANUFACTURING FACILITY EQUIPMENT,"""TYPE""",3352,1,"{'""TYPE""': 1}"
node:76291b45-4cf5-423d-903d-1b89c4225faf,CRANE GEAR MECHANISM REPAIR AT BUCKET LID'S LOCATION OF FALL TO SHOP FLOOR LEVEL BELOW SCISSOR LIFT,,2637,1,
node:24ec1a55-cf04-408b-b04a-bdbe7259e137,"""DESCRIPTION""",,1879,1,
node:31d8e0ff-2956-4af2-96a9-edf0480846aa,TECHNIPFMC PLC STAFF MEMBERS WORKING AT LOWER FLOOR LEVEL,"""TYPE""",2992,1,"{'""TYPE""': 1}"
node:ee0a8f46-7173-45d7-aaa1-314088738c32,GEARS MANUFACTURING FACILITY EQUIPMENT AND TECHNIPFMC PLC STAFF MEMBERS WORKING AT LOWER FLOOR LEVEL,,2356,1,
node:c4da03e9-b66b-447b-b065-37b6382edfd9,ROV MANIPULATOR,"""BODY_PART""",2382,1,"{'""BODY_PART""': 1}"
node:5c421ed9-0a95-4721-b3a9-3d4e7def0922,STARBOARD ROV,,1821,1,
node:0e708611-49ca-4ae3-b3f6-66004e848062,ANCHOR SUCTION PORT,"""EQUIPMENT""",1841,1,"{'""EQUIPMENT""': 1}"
node:3063197b-c19b-4c3e-9088-7f32765606e2,1.5 KTS TIDE LIMIT,"""INCIDENT_TYPE""",2520,1,"{'""INCIDENT_TYPE""': 1}"
node:8162c3ca-dc3d-462b-8fab-2f2824b130b4,DAMAGE-  069846C001 - DEEP EXPLORER - HYGIND PROJECT - 28/04/2017.,"<ORGANIZATION:""",2217,1,"{'<ORGANIZATION:""': 1}"
node:fe8943e0-eaf9-4ce4-b949-879e7812fd23,"""FLEXIBRAS ACU""",ORGANIZATION,2955,1,{'ORGANIZATION': 1}
node:f2899c6c-62dd-4820-b12f-777b5bb55d20,"""EQUIPMENT/OBJECTS""","""MIOLO DE CADAFILAS WITH APPROXIMATELY 1KG WEIGHT LEGS""",3049,1,"{'""MIOLO DE CADAFILAS WITH APPROXIMATELY 1KG WEIGHT LEGS""': 1}"
node:a85a6a2c-c666-423f-9762-6a68fcec4c8e,"""LOCATION/WORKPLACE""","""ACU - BRAZIL""",102,2,"{'""ACU - BRAZIL""': 1}"
node:59f967de-b22d-4234-8409-78a04ef71bb1,"""FLEXIBRAS ACU/ORGANIZATION""",,3366,1,
node:441e43f5-45ef-4913-9d10-f7900283bbc0,"""POLIGAR CITO FINGER OF THE RIGHT HAND IN JAIL DURING MANUEL DE LEGENDS REMOVAL FROM BOX BY A COLLABORATOR, CAUSING SCORIOE TO OCCURRED ON 6/6/2017""",,3463,1,
node:3ffff121-e43d-40c1-b4b0-7ee7125f6470,"""FLEXIBRAS ACU/ORGANIZATION AND CLIENTS""",,1885,1,
node:af309179-1689-45ae-ab83-b1ca9152b9f6,"""TECHNIPFMCLIMITED - CLIENT FOR THE CASE OF NEAR MISS INVOLVING RIGHT FINGER SCORIAO INCURRED DURING MANUAL LEG REMOVAL PROCESS. SEVERITY: 1.0; LIKELIHOOD TO OCCUR (UNLIKELY) WITH A LIKELIHOOD VALUE OF 2.0 AND RISK WEIGHT OR CRITICALITY SCORE OF 2.0.""",,2369,1,
node:cc85a7a8-54e3-48e3-9a24-e9411ce9ad8a,"""NM - FLEXIBRAS A?U - ESCORIA??O NO DEDO POLEGAR DA M?O DIREITA. DEADLINE FOR CLOSING THE CASE: 7/1/2017.""",,3042,1,
node:87b7f046-d8f5-4c58-8b72-a156d5b2e595,"""NM - FLEXIBRAS A?U - ESCORIA??O NO DEDO POLEGAR DA M?O DIREITA. LOSS POTENTIAL SEVERITY: 1.0; DEADLINE FOR CLOSING THE CASE (7/1/2017). OPERATING CENTER CORRESPONDING TO SELECTED INCIDENT IS REGION BRAZIL - FLEXIBRAS ACU""",,1878,1,
node:05512f96-a609-4479-8602-8b501899a73d,BACULOFFICE-MARINE PLAZA,ORGANIZATION,3005,1,{'ORGANIZATION': 1}
node:ba2662dc-090d-4a2a-84c5-e04d40b39fcd,SYNERGERI,SYSTEM OF RECORD,3031,1,{'SYSTEM OF RECORD': 1}
node:d1f9b368-2ab4-4254-858a-7bdeff2563df,FAC - DIFFICULTY TO BREATH DURING SCAFFOLDING OPERATION AT STR-700 AREA ON 13TH OF JULY AFTER MORNING TBT SESSION.,,70,2,
node:ae33e52a-da37-4f55-8b5c-fc6faf10a945,FAC - DIFFICULTY TO BREATH DURING SCAFFOLDING OPERATION AT STR-700 AREA.,,70,2,
node:1494facc-b8b0-4d9d-9bf2-a82f17fa5fb5,"<IMPACT_TYPE,LOCATION AND OPERATING CENTER NOT PROVIDED IN THE TEXT. HOWEVER BASED ON CONTEXT WE CAN INFER THAT IT MIGHT BE AN 'ACCIDENT' WITH IMPACT TYPE AS INJURY.)<|COMPLETE|> (""ENTITY""",,2330,1,
node:01f3815a-b1a5-43fc-b284-9824ec65687c,"""BITUMINUS ASPHALT""",EQUIPMENT,3487,1,{'EQUIPMENT': 1}
node:a294504f-1da0-4244-974d-14ffb5821b8a,"""GHANA OCTP DEVELOPMENT PROJECT ORF_070137C003-0902""",ORGANIZATION,3249,1,{'ORGANIZATION': 1}
node:b356ae83-8c3e-4596-acc9-b286694367f3,"""ENI GHANA""",ORGANIZATION,2261,1,{'ORGANIZATION': 1}
node:78799b7f-0acb-43b4-b1cf-ac682e64bc68,"""10/25/2017.""","<DEADLINE>THE DEADLINE FOR THE INCIDENT TO BE CLOSED WAS 10/25/2017)(""ENTITY""",3061,1,"{'<DEADLINE>THE DEADLINE FOR THE INCIDENT TO BE CLOSED WAS 10/25/2017)(""ENTITY""': 1}"
node:f1ecb577-d990-4189-9943-f4df164efe80,"""GHANA OCTP DEVELOPMENT PROJECT ORF_0914 GHANI - MATTERS-2.""",,2742,1,
node:70692939-788b-4dda-9b37-6ca3c161d7aa,"<RELATIONALLY CLEAR, TO BE CLOSED ON GHANA AS A ""ENTITY""",,2943,1,
node:1f5ead2f-2b07-48b4-963a-ac4106b98bb3,"""FIRE INCIDENT",INCIDENT_TYPE,172,2,"{'""BASE OF OPERATIONS YOPAL""': 1, 'INCIDENT_TYPE': 1}"
node:c0cb7696-c012-473c-a24a-bbe0d39f845c,"""SMOKE DETECTION SYSTEM",EQUIPMENT,1710,1,{'EQUIPMENT': 1}
node:40407011-3a3a-46b7-aca8-760130b60331,"""YARD 27",LOCATION,3328,1,{'LOCATION': 1}
node:4056a8a5-d4f2-4dcd-9520-ef74a6b5ae5f,YARD 27,,2108,1,
node:de218455-90e5-43b8-9017-a0396b9e20ff,"""SASOL LAKE CHARLES PROJECT",ORGANIZATION,24,4,"{'""PROJECT""': 2, 'FISAKKA PIPELINE': 1, 'ORGANIZATION': 1}"
node:a1d2f098-a83a-4447-a864-db886da3475b,"""FIRE INCIDENT LCCP - 2017-01-27 (SMOLDERING BURLAP SACKS)",ORGANIZATION,3186,1,{'ORGANIZATION': 1}
node:50a25362-ed3a-4f56-8ad0-8c027ef087b9,"""FIRE INCIDENT LCCP-2017-034098C005 (SMOKE FROM BURLAP SACKS)",ORGANIZATION,899,1,{'ORGANIZATION': 1}
node:72c0a478-d54a-42a4-8455-ce57a024e107,"""FIRE INCIDENT LCCP - 2017-034098C005 (SMOKE DETECTION SYSTEM)",ORGANIZATION,2337,1,{'ORGANIZATION': 1}
node:437d4f26-16c3-49be-8c67-e5d28c2b03bc,"""TOP CDA""",LOCAR XXIV,3369,1,{'LOCAR XXIV': 1}
node:c63c5ff5-4e81-45d9-be2a-7231e5cb4feb,"""LOCAR XXIV""",EQUIPMENT,1528,1,{'EQUIPMENT': 1}
node:a09d5235-6d53-4fbd-80d5-3efda7cf44df,"""TOP CDA - LOCAR XXIV NM INCIDENT CLOSED ON/AT ""9/20/2016""",,1021,1,
node:be155370-0000-40fa-8a17-75263159ed91,"""NEAR MISS INVOLVING TUG BOAT LOCAR DRIFTING ALMOST HITTING STARBOARD SIDE OF VESSEL (FRAME 130) DURING CARGO TRANSFER, WITH POTENTIAL FOR DAMAGE TO ITS FRAME. THE LIKELIHOOD WAS ASSESSED AS UNLIKELY AND SEVERITY VALUE IS DAMAGE -2",,3232,1,
node:efbd0c7c-45c5-4735-833c-4e033472179b,ANADARKO PETROLEUM COMPANY,ORGANIZATION,28,3,{'ORGANIZATION': 3}
node:a431e81f-88dd-4ba1-9d07-2130fd3a27d6,CRANE RIGGERS,PERSON,2833,1,{'PERSON': 1}
node:6a1c7d25-769b-4a65-818d-3266da52a8f1,MOVING TRUCK WHILE SOMEONE STANDING ON TAILGATE,,3433,1,
node:4248a1ea-1f95-4b74-833b-6f14613708bf,"""INJURY - FIRST AID CARE""",,3442,1,
node:01bd50e2-6d23-4a83-a66c-a2e9b0579b4a,"""LIKELIHOOD""",,2766,1,
node:1d7bf0bb-6bea-46e7-9c23-f0bdee0a8a5f,"""AIRCONDITIONING UNIT FIRE DAMAGED IN WORKSHOP""",EQUIPMENT,185,2,{'EQUIPMENT': 1}
node:b0aa5c77-5434-4db7-84ab-4f8ff7ffcf81,"""AIRCONDITIONING UNIT FIRE DAMAGED IN WORKSHOP AND FITTINGS CONDITION""",,185,2,{'EQUIPMENT': 1}
node:b95191fe-3293-4d5e-8b0a-172f52893ba9,NORTH SEA GIANT WORKSHOP,,2636,1,
node:0fb29ebd-293c-4b69-ba74-dd9124641a8b,"""FIRE ALARM PANEL ON BRIDGE AND WORKSHOP""",LOCATION,3224,1,{'LOCATION': 1}
node:b3eb601d-288a-4fc0-b6bb-5ac5bd408395,"""OS HANDLING FIRE IN WORKSHOP FROM BASED ON BRIDGE ALARM PANELS""",,2232,1,
node:e869447b-3ca0-4b29-9e20-a9652918ef62,"""FIRE EXTINGUISHER FROM INCENDIARY COMPARTMENT AND WORKSHOP""",EQUIPMENT,2769,1,{'EQUIPMENT': 1}
node:57568605-573e-49c8-9d1a-6b52691b3e03,"""FIRE DAMAGED IN WORKSHOP AND AIRCONDIITIONING UNIT FUNCTIONALITY IMPACTED, CAPTION: INCIDENT SMALL FIRE -070115A001-NSG-01.10.2TERMINAL_DATE",DATE,3218,1,{'DATE': 1}
node:e5f4e0d0-e752-493d-8494-5fff5a0cb8a9,"""FIRST AID AND DURKE BATAGLANI'S HAND SEW KNOWN TO REPORTED ON BRIDGE/BOSUN FITTING CONDITION FOR TENK PANELONORWE SHOP FIRE DAMAGED NAVIGATION""<>",,3327,1,
node:eed4a7ae-d015-424e-9210-5933bfd22e0f,"FIMCI WAS MUSTERED INCIDENCE AND LIKELIHOOD_TYPE: RISK SMALL_OR NORWAY, E. -AIBIN",,1393,1,
node:2e81cd21-7498-435f-89b4-58a7570bb394,"""YAMAL LNG PROJECT""",ORGANIZATION,2104,1,{'ORGANIZATION': 1}
node:00e0e8cf-82bc-4e23-a785-c07d230e7997,"""SABETTA SITE""",LOCATION,54,2,{'LOCATION': 2}
node:c794aa46-449e-4d07-bcf5-5df8a32dc51b,"""02.07.2017""","""DATE""",3171,1,"{'""DATE""': 1}"
node:2efb90ee-8c7e-4baf-9a79-27b13a966c8d,"""RIGHT THUMB""","""BODY_PART""",3069,1,"{'""BODY_PART""': 1}"
node:e4db29bf-3213-4995-80f9-d33c59d23ff1,"""HAVING A LASTERATED AND FRACTURED THUMB""",INJURY_TYPE,2612,1,{'INJURY_TYPE': 1}
node:3f3f43b1-f18a-4504-9b66-fdb7b4e6129f,"""HVAC FIITTERER OF SAMTEK-SM""","""PERSON""",1225,1,"{'""PERSON""': 1}"
node:575092d4-0d9c-4284-9713-6a28478b5555,ZHAPARKONOV DA,PERSON,2181,1,{'PERSON': 1}
node:232250bf-8158-490a-a94a-ed18224416cb,EPANCHINTSEVA IA,PERSON,2067,1,{'PERSON': 1}
node:ed149d00-dc40-4508-a82b-6548f7115d6b,DORNITEMPART,,1869,1,
node:f8e9351f-401b-43b5-a4ba-3bccba76e846,ELECTRICAL WIRELESS_EXTENSIONS,,2704,1,
node:f8722461-ec65-4545-9457-4bb98bbf89c2,ROV UHD-24,EQUIPMENT,2608,1,{'EQUIPMENT': 1}
node:344f5e69-5ac8-4eb9-bd1a-a9c9ec5afe59,HYDRAULIC OIL LOST TO SEA,MATERIALS,2218,1,{'MATERIALS': 1}
node:b768aef1-87c1-4e31-97f4-0989809cc9c9,TP UMBILICALS LTD.,<CANTEEN TPU CANTEEN,215,2,{'<CANTEEN TPU CANTEEN': 1}
node:3a0665ad-507f-4b30-8d20-e58f55243364,FIRST AIDER,PERSON,2224,1,{'PERSON': 1}
node:dfc87640-005d-41fa-95bd-5574a6575b75,CLEANER.,,2139,1,
node:e8b1041a-55ca-4c6b-a9b0-39c781285035,<BODY_PART>,,99,2,{'ARM': 1}
node:967b5698-c051-4c9a-951b-d308312d20d8,HOT WATER BOILER.,,2901,1,
node:008a53b2-e18d-48e0-bcd2-448a5467c307,<TP UMBILICALS LTD.,,215,2,{'<CANTEEN TPU CANTEEN': 1}
node:22bdf4fb-07b3-4c14-afcb-953052e30f9a,6/21/2018,,3477,1,
node:dfff9ce8-cf1d-4356-9b85-9ddcf031ef35,BODY PARTS,,3468,1,
node:e1ce9431-8491-4737-bf9e-c5e4d53eb32e,"""TENDER FORENMAN""","""PERSON""",2984,1,"{'""PERSON""': 1}"
node:f2621530-6eb3-4770-a06f-d3d84689f190,"""BIKE""","""EQUIPMENT""",2706,1,"{'""EQUIPMENT""': 1}"
node:fa2e2f36-19d3-4159-8f72-bff0604fec8f,"""RIGHT FOREARM""","""BODY PART""",3209,1,"{'""BODY PART""': 1}"
node:e5fc3c55-5c93-41e1-9a72-22326e8597bb,"""MORNING OF SATURDAY (07:30HRS)""","""DATE AND TIME""",2472,1,"{'""DATE AND TIME""': 1}"
node:6ee5a91f-b43c-4c11-834b-e5aed5503069,"""INJURY/ILLNESS IMPACT DESCRIPTION""","""BODY PART AND INJURY RELATIONSHIP""",2824,1,"{'""BODY PART AND INJURY RELATIONSHIP""': 1}"
node:fab61c02-2a35-4ff3-a83d-f8dfe4f09b4c,"""RISK MATRIX SEVERITY SELECTION (1- NEGLIGIBLE)""","""INJURY/ILLNESS IMPACT DESCRIPTION VALUE""",1082,1,"{'""INJURY/ILLNESS IMPACT DESCRIPTION VALUE""': 1}"
node:fc71af35-2364-459b-bc89-730dede29c28,"""RISK MATRIX LIKELIHOOD SELECTION (PROBABILITY)""","""INJURY/ILLNESS IMPACT DESCRIPTION VALUE""",3225,1,"{'""INJURY/ILLNESS IMPACT DESCRIPTION VALUE""': 1}"
node:814daaa0-917d-4b3a-9bef-da734992e0c0,"""CRITICALITY OF CASE (1.0)""","""RISK MATRIX LIKELIHOOD SELECTION VALUE""",2932,1,"{'""RISK MATRIX LIKELIHOOD SELECTION VALUE""': 1}"
node:291b4f2f-3752-49e2-9211-8c5d9ab56154,"""CASE RESOLUTION (COMPLETED)""","""STATUS OF CASE REPORTED AS CLOSED DATE AND TIME""",3475,1,"{'""STATUS OF CASE REPORTED AS CLOSED DATE AND TIME""': 1}"
node:619a0494-7c73-4f64-b19a-b222615baecd,"""WORKPLACE LOCATION (DEEP ARCTIC, ABERDEEN)""","""LOCATION AND AREA OF OCCURRENCE DESCRIPTION""",2803,1,"{'""LOCATION AND AREA OF OCCURRENCE DESCRIPTION""': 1}"
node:c7f8ddf7-3374-4b64-b515-a8e049d82a4b,"""GROCERY_STORE""","""LOCATION""",944,1,"{'""LOCATION""': 1}"
node:eb397671-5e67-46b6-90cd-c882fb38bdad,"""COMPANY_TRUCK""","""EQUIPMENT""",2898,1,"{'""EQUIPMENT""': 1}"
node:fe2006e4-ebcb-497a-b491-1410a5cc48a3,"""OTHER_PARTY_TRUCK""","""EQUIPMENT""",2370,1,"{'""EQUIPMENT""': 1}"
node:b798ca7e-0a0b-47b7-aa1d-e72a25960d8e,"""POLICE_REPORT""","""DOCUMENTATION""",3063,1,"{'""DOCUMENTATION""': 1}"
node:246e88af-a8ab-45d9-9efe-d2827cebfc14,"""LD3967_CASE""","""INCIDENT""",2785,1,"{'""INCIDENT""': 1}"
node:05eacdba-547a-4a4c-9cd1-e8b7f2a61853,"""SURFACE_BUSINESS_UNIT""","""ORGANIZATION""",1704,1,"{'""ORGANIZATION""': 1}"
node:c0fe9d8a-7330-41cd-882b-915f43aaa06b,"""ODESSA_SERVICE_BASE""","""LOCATION""",92,2,"{'""LOCATION""': 1, '<LOCATION': 1}"
node:d486a263-cc20-4cfc-a50e-54aa44df0e3b,"""TECHNIPFMC_PROJECT""","""PROJECT""",2774,1,"{'""PROJECT""': 1}"
node:700c9442-592f-4d7d-b74e-d2581806ba01,"EMPLOYEE_WALKING_OUT""",,2367,1,
node:7b91e33b-e883-4279-a025-7488f817be02,COMPANY VEHICLE,EQUIPMENT,2545,1,{'EQUIPMENT': 1}
node:6c823236-5695-4f7c-aa3f-582d7f8d8df6,PEDESTRIAN,PERSON,3486,1,{'PERSON': 1}
node:c476999f-2ef1-413c-b47d-30fee4c5d29d,"""GARFO_PUSHING_DEVICE""","""EQUIPMENT""",2395,1,"{'""EQUIPMENT""': 1}"
node:a68bb9d2-cc7d-4e6b-8481-ada8b4aa1efb,"""SAFETY_GLASSES""","""GEO""",49,2,"{'""EQUIPMENT""': 1, '""GEO""': 1}"
node:b834fa88-9cf3-4342-855d-8e3dbb223444,"""INJURY""","""BODY_PART""",3266,1,"{'""BODY_PART""': 1}"
node:c38161fe-1739-4094-968b-017e2e8100ea,"""CARRIER_TUBE""",,2229,1,
node:bf9f196d-ecaf-404a-a067-e855cc0078bd,"""FACE""",,2119,1,
node:13ab0123-61c5-4e4b-9459-734a8aecd99b,"""INJURY - FACE""",,2884,1,
node:f6759d73-b816-4b13-9471-94c37e053c84,"""CLOSED_CASE""",,1097,1,
node:faec940b-0d38-4764-85d2-285e22a88995,"""REPORTED_LOCATION""",,2075,1,
node:969b657b-33ee-4654-bbff-bba049ad0dd4,"""ANGRA DOS REIS""",,2827,1,
node:e9a0a9ab-a32d-4af7-9e64-25bb05c10c38,"""SECURITY BASED IN JOHOR BAHRU, ASIA PACIFIC""","""LOCATION""",2965,1,"{'""LOCATION""': 1}"
node:49abc3fe-c956-4575-8774-8870efc01a13,"""MIG WELDING MACHINE TROLLEY 13""","""EQUIPMENT""",2834,1,"{'""EQUIPMENT""': 1}"
node:a6eff722-a4c7-4faf-a102-f591f46d67ad,"""WELDING MACHINE TROLLEY COVERED WITH CAP""","""EQUIPMENT AND GEO""",1958,1,"{'""EQUIPMENT AND GEO""': 1}"
node:c0ecfb13-9231-4ce6-b4f8-e2e65291a24a,"""WELDING MACHINE TOPPLED OVER DUE TO UNBALANCE WEIGHTS""","""EQUIPMENT AND INCIDENT_TYPE""",2459,1,"{'""EQUIPMENT AND INCIDENT_TYPE""': 1}"
node:a4259648-2050-43e7-8242-a4e9b161faf8,"""JOHOR BAHRU WELDING INCIDENT 2023-11-22""","""DATE AND RELATIONSHIP_TYPE""",2468,1,"{'""DATE AND RELATIONSHIP_TYPE""': 1}"
node:6c852325-38b1-4f16-b599-51d6dc7dcdec,"""JOHOR BAHRU SECURITY OPERATION CENTER N/A AND WELDING_BASED IN JOHOR BAHRU, ASIA PACIFIC""",,2006,1,
node:c27574d0-ca64-452f-a3e1-d1207e65a566,,,209,3,
node:545a433c-2933-453c-b532-71f88452f62d,"""TR WINCH HUB LOCATION""","""GEO""",1859,1,"{'""GEO""': 1}"
node:60971e16-d588-401c-a04f-4c50f35b32e0,ICE BRIDGE RD.,LOCATION,2593,1,{'LOCATION': 1}
node:8054f0c0-060d-4b10-a44f-0122992fafcc,FORT S. JOHN SERVICE BASE,ORGANIZATION,1860,1,{'ORGANIZATION': 1}
node:3b2cb2b9-a360-4c9d-b35b-fd7a21a47d11,NORTH AMERICA.,GEO,3493,1,{'GEO': 1}
node:98459a6e-9ec0-4362-a5cd-e98a5baf4e03,VEHICLE INCIDENT MOOSE STRIKE.,,2081,1,
node:2e4df0da-9182-431b-abcc-d62dd828aa0d,CALGARY OPERATING CENTER.,OPERATING CENTER,2342,1,{'OPERATING CENTER': 1}
node:a044caec-989e-4078-941a-12828648efe2,TECHNIPFMC PLC.,ORGANIZATION,12,3,{'ORGANIZATION': 2}
node:8d5192f9-b1f9-4998-85b4-abd7872379bb,3/12/2019.,<DATE>,3382,1,{'<DATE>': 1}
node:da8a3b7b-7f9a-4bb3-9f78-40275109fdb9,3/29/2019.,<DATE>,1603,1,{'<DATE>': 1}
node:f953fa20-851d-494c-9e63-c1b3c61caa54,"""FIRST AID CENTER""",ORGANIZATION,3064,1,{'ORGANIZATION': 1}
node:b71e4599-c7cd-4f9c-8def-999aaeb1f71f,"""TECHNIPFMCSITE""",LOCATION,1628,1,{'LOCATION': 1}
node:77c26624-0c7b-4e2c-8b95-51aeb9c3170e,"""DHDT UNIT AT HOLIA REFINERY FOR BSV VI PROJECT OF IOCL-P 6361""",ORGANIZATION,2539,1,{'ORGANIZATION': 1}
node:4c140074-5ced-417c-b16c-0469a28a36cd,"""INDIAN OIL CORPORATION LIMITED""",ORGANIZATION,2222,1,{'ORGANIZATION': 1}
node:deba3b7e-9c3e-465a-a481-050c918302bd,"""FIRST AID_075352C001_IOCL DHDT SITE, HALDIA_15.05.19_BRUISE INJURY ON RIGHT LEG.""",INJURY_TYPE,2937,1,{'INJURY_TYPE': 1}
node:5c28a705-e04e-4d03-9c1d-9f72b40d303d,"""RIGHT KNEE BRIUSED BY FALL DURING WORK PROCESS IN HALDIA REFINEY, ILLINI, INDIA.""",BODY_PART,1961,1,{'BODY_PART': 1}
node:2abf6d94-71fe-4dcf-8c9c-6109fc501682,"""201-K-02B COMPRESSOR PLATFORM GAP OF APPROX. 3 METER BETWEEN FOUNDATION AND COMPISSOR PIPELINE STRUCTURE.""",LOCATION_GEOLOGY,2521,1,{'LOCATION_GEOLOGY': 1}
node:cf2a2ca6-0e03-4b8a-a5d8-50101fc112d4,"""5/17/2019 REPORTED DATE FOR THE CASE INCIDENT.""","""DATE""",2886,1,"{'""DATE""': 1}"
node:7a2878b2-a1af-49be-8f9e-1c4cf173fddc,"""2.0 SEVERITY VALUE FOR THIS CASE IN THE RISK MATRIX""","""RISK_SEVERITY""",2978,1,"{'""RISK_SEVERITY""': 1}"
node:76544f82-2ab5-4430-8d45-4eda3b2ba041,"""INJURY - RESTRICTED WORK CASE / LOSS OF CONSCIOUSNESS.""","""RISK_TYPE""",270,2,"{'""RISK_TYPE""': 1, 'INJURY_TYPE': 1}"
node:246c7fe5-b445-4dce-9973-cb0ca53862db,SCAFFOLDER OF REGA JV,PERSON,2387,1,{'PERSON': 1}
node:55fd810e-d16d-40bb-b7e5-f18b95cc43e5,RIGHT HAND FINGER,BODY_PART,1531,1,{'BODY_PART': 1}
node:315560bf-8eb5-45d2-8700-b5f3f5bc5982,HAMMER,EQUIPMENT,1715,1,{'EQUIPMENT': 1}
node:10a563cf-5f51-419d-8d7b-8017f4776dbf,"""NEAR MISS CASE NUMBER_FIELD(NEAR MISS CASE NUMBER)""","""CASE INCIDENT TYPE",2815,1,"{'""CASE INCIDENT TYPE': 1}"
node:3e7bec71-4148-4f0c-b49a-91494f32310f,"""ELECTRIC HEATER FEEDER BREAKER CONNECTOR LINK OF PANEL EPMCC""","""EQUIPMENT",2457,1,"{'""EQUIPMENT': 1}"
node:d0703a06-052f-424f-9aa3-1846ad9f446e,"""SUBSTATION FIELD(SUBSTATION FIELD)""","""GEO",2390,1,"{'""GEO': 1}"
node:893213a7-7d5d-4998-9811-b6c18c15f37b,"""VA&S1 DEVELOPMENT PROJECT TITLE_FIELD(PROJECT TITLE)""","""PROJECT NAME",3447,1,"{'""PROJECT NAME': 1}"
node:a4bc73a0-29de-4460-b427-3face4c81941,"""CLIENT FOR CASE NUMBER_FIELD(CLIENT NAME)""","""ORGANIZATION",2278,1,"{'""ORGANIZATION': 1}"
node:bc5555ce-20d6-4bf2-8c26-f29e569a04ac,"""SCTR GAS DETECTOR""",EQUIPMENT,3361,1,{'EQUIPMENT': 1}
node:f66cf389-610c-4464-a862-e3ae63fc4046,"""TPIT SCALFING COMPANY""",ORGANIZATION,2768,1,{'ORGANIZATION': 1}
node:90875292-8877-4fee-9a5e-0ef6bebbdf57,"""SOCAR AZK""",ORGANIZATION,2882,1,{'ORGANIZATION': 1}
node:840e2a90-94bf-4133-b410-d7bfcfe9c712,"""BANC2 OFFICE""","""LOCATION""",1759,1,"{'""LOCATION""': 1}"
node:382bcf3d-e4f7-43cc-ba91-14f92de0b419,"""TECHNIPFMC EMPLOYEE""",PERSON,2936,1,{'PERSON': 1}
node:7d887c02-2a90-4fa3-92c8-d854803d6e4a,"""CA 99""",LOCATION,2685,1,{'LOCATION': 1}
node:a712266b-8603-41e1-bb66-784c1972e2b7,"""BACKEND CAR OTHER DRIVER""",PERSON,2771,1,{'PERSON': 1}
node:5f39e32c-0334-487f-b981-aa2eeb67446d,"""SHELL APPOMATTOX PROJECT""",ORGANIZATION,2872,1,{'ORGANIZATION': 1}
node:f2e23373-7bb8-4f67-afc4-dee19de0fb71,"""BOX""","""EQUIPMENT""",3139,1,"{'""EQUIPMENT""': 1}"
node:e4733a6d-f034-46d8-88d4-7bc7d2390b9d,"""STAVANGER MANUFACTURING""","""ORGANIZATION""",3023,1,"{'""ORGANIZATION""': 1}"
